brand,vehiclemodel,manufacturingyear,type,rating,color,duty,fuel,cylindercount,type_of_gear,capacity,turbo,odometer,airbags,price
hyundai,tucson,2009.0,jeep,1.0,pearl white,1216.0,diesel,4.0,auto,0,no,32329.0,4.0,23060.0
chevrolet,cruze,2014.0,sedan,0.0,other,473.0,gas,4.0,auto,1.4,no,88886.0,0.0,12544.0
fiat,500 sport,2012.0,coupe,0.0,crimson,475.0,gas,4.0,manual,1.4,no,81000.0,8.0,12541.0
honda,insight,2010.0,hatchback,3.0,pearl white,574.0,hybrid,4.0,auto,1.3,no,149000.0,8.0,9408.0
hyundai,elantra,2014.0,sedan,0.0,pearl white,528.0,gas,14.0,auto,1.6,no,113000.0,4.0,25889.0
volkswagen,polo,2015.0,sedan,4.0,pearl white,629.0,gas,14.0,manual,1.6,no,270000.0,2.0,12544.0
volkswagen,touareg,2003.0,jeep,4.0,other,919.0,diesel,10.0,auto,5.0,yes,170000.0,6.0,19757.0
toyota,highlander.,2008.0,jeep,4.0,other,1172.0,hybrid,6.0,auto,3.5,no,342622.0,12.0,1568.0
hyundai,h1.,2014.0,minivan,4.0,other,777.0,diesel,4.0,auto,2.5,no,120309.0,4.0,30583.0
ford,fusion.,2013.0,sedan,4.0,pearl white,640.0,hybrid,4.0,auto,2,no,320554.0,0.0,3763.0
ford,transit,2000.0,microbus,3.0,pearl white,3175.0,diesel,0.0,manual,2.4,yes,1.0,2.0,14113.0
nissan,juke.,2013.0,jeep,3.0,other,530.0,gas,4.0,auto,1.6,yes,75000.0,8.0,13373.0
other,octavia scout,2015.0,other,2.0,charcoal,765.0,diesel,0.0,auto,2.0,yes,139.0,10.0,46101.0
toyota,prius c,2006.0,hatchback,0.0,charcoal,503.0,hybrid,4.0,auto,1.5,no,174400.0,8.0,18189.0
toyota,rav 4,2015.0,jeep,3.0,tangerine,934.0,gas,4.0,auto,2.5,no,73000.0,0.0,16308.0
toyota,cami,2000.0,jeep,3.0,metallic,1667.0,gas,0.0,auto,1.3,no,114.0,2.0,9095.0
mitsubishi,pajero io,2001.0,jeep,4.0,other,862.0,gas,4.0,auto,2,no,130933.0,2.0,8504.0
toyota,prius.,2004.0,sedan,0.0,charcoal,761.0,hybrid,14.0,auto,1.8,no,160000.0,8.0,18503.0
hyundai,santa fe,2016.0,sedan,0.0,sapphire blue,1275.0,gas,4.0,auto,2.4,no,22832.0,12.0,13799.0
bmw,520,2001.0,sedan,2.0,metallic,1822.0,diesel,4.0,manual,2.0,yes,0.0,10.0,9408.0
hyundai,h1,2017.0,universal,0.0,metallic,1249.0,diesel,4.0,auto,2.5,no,168645.0,4.0,37125.0
bmw,x5.,2012.0,jeep,3.0,pearl white,919.0,diesel,6.0,auto,0,no,103458.0,0.0,8154.0
toyota,chr,2018.0,jeep,2.0,pearl white,1079.0,gas,4.0,auto,2,no,38712.0,12.0,9722.0
nissan,juke,2015.0,jeep,5.0,other,629.0,gas,4.0,auto,1.6,no,87112.0,0.0,1411.0
hyundai,santa fe.,2013.0,jeep,2.0,other,640.0,diesel,4.0,auto,2,no,207187.0,4.0,33409.0
audi,a4,2014.0,sedan,2.0,charcoal,639.0,gas,4.0,auto,2,no,42395.0,0.0,1254.0
toyota,prius.,2007.0,hatchback,1.0,sky blue,988.0,hybrid,4.0,auto,1.5,no,113000.0,8.0,9408.0
volkswagen,passat,2013.0,sedan,2.0,sand,779.0,gas,6.0,auto,2.5,no,106293.0,12.0,17876.0
opel,astra,1999.0,hatchback,0.0,jet black,1587.0,gas,14.0,manual,1.6,no,167000.0,2.0,4704.0
honda,fit,2010.0,hatchback,3.0,other,1067.0,gas,4.0,auto,1.3,no,0.0,4.0,12544.0
mercedes-benz,ml 350,2004.0,jeep,1.0,other,2351.0,gas,6.0,auto,3.5,no,149000.0,2.0,15053.0
ford,fiesta,2015.0,sedan,2.0,crimson,629.0,gas,4.0,auto,1.6,no,56199.0,12.0,16621.0
mercedes-benz,e 350,2012.0,sedan,0.0,jet black,1030.0,diesel,6.0,auto,3.5,no,128202.0,12.0,4861.0
bmw,528.,1993.0,sedan,4.0,jet black,639.0,gas,0.0,manual,3,no,230.0,12.0,18189.0
mitsubishi,l 200,2006.0,pickup,3.0,other,862.0,diesel,4.0,manual,2.5,yes,50000.0,0.0,19444.0
toyota,camry,2015.0,sedan,2.0,other,934.0,gas,4.0,auto,0,no,86357.0,12.0,20071.0
chevrolet,lacetti.,2009.0,sedan,7.0,charcoal,966.0,diesel,4.0,auto,2,no,186836.0,4.0,10092.0
mercedes-benz,gl 450.,2011.0,jeep,5.0,other,1514.0,gas,0.0,auto,4.6,no,217.0,12.0,1725.0
mercedes-benz,gle 350,2017.0,jeep,2.0,jet black,1714.0,gas,6.0,auto,3.5,no,95541.0,0.0,39201.0
hyundai,sonata.,2015.0,sedan,3.0,metallic,765.0,hybrid,4.0,auto,2,no,318677.0,4.0,15053.0
lexus,es 300,2014.0,sedan,2.0,charcoal,394.0,hybrid,4.0,auto,2.5,no,77000.0,12.0,46101.0
toyota,prius,2008.0,hatchback,6.0,other,843.0,hybrid,4.0,auto,1.5,no,337600.0,12.0,3920.0
chevrolet,malibu,2014.0,sedan,1.0,pearl white,639.0,diesel,4.0,auto,2,no,120000.0,4.0,22260.0
toyota,aqua,2012.0,hatchback,2.0,metallic,503.0,gas,0.0,auto,1.5,no,33.0,4.0,21316.0
jeep,grand cherokee,2005.0,jeep,2.0,jet black,1481.0,gas,8.0,auto,4.7,no,2034.0,12.0,19130.0
volkswagen,jetta,2015.0,sedan,5.0,jet black,697.0,gas,0.0,auto,1.8,yes,42.0,6.0,19130.0
audi,q7,2017.0,sedan,3.0,jet black,1481.0,gas,6.0,auto,3,no,44642.0,0.0,13328.0
ford,transit,2012.0,microbus,3.0,other,697.0,diesel,4.0,manual,2.2,yes,141000.0,2.0,23834.0
hyundai,h1.,2004.0,minivan,3.0,jet black,2129.0,diesel,14.0,auto,2.5,no,45780.0,4.0,26196.0
toyota,highlander,2010.0,jeep,1.0,sapphire blue,11324.0,hybrid,6.0,auto,3.3,no,300366.0,12.0,14269.0
kia,optima,2014.0,sedan,4.0,metallic,638.0,gas,0.0,auto,2,no,44.0,4.0,16621.0
chevrolet,volt,2012.0,sedan,0.0,ruby red,475.0,hybrid,4.0,auto,1.4,no,140000.0,12.0,22580.0
mercedes-benz,c 300,2015.0,sedan,4.0,pearl white,3376.0,gas,14.0,auto,2,no,54739.0,12.0,28852.0
hyundai,elantra se,2006.0,sedan,2.0,charcoal,586.0,gas,0.0,auto,1.8,no,158.0,10.0,12544.0
hyundai,h1,2016.0,minivan,5.0,metallic,1959.0,diesel,4.0,auto,2.5,no,182541.0,4.0,36231.0
hyundai,santa fe,2013.0,jeep,1.0,other,640.0,diesel,4.0,auto,2,no,95000.0,4.0,40983.0
bmw,x5,2011.0,jeep,2.0,chocolate,1018.0,diesel,6.0,auto,3,no,213195.0,12.0,6272.0
toyota,camry,2012.0,sedan,3.0,pearl white,781.0,hybrid,4.0,auto,2.5,no,156518.0,12.0,3607.0
hyundai,tucson,2011.0,jeep,1.0,charcoal,707.0,diesel,4.0,auto,2,no,114000.0,4.0,21181.0
dodge,neon,2002.0,sedan,0.0,crimson,2008.0,gas,4.0,auto,2,no,104000.0,0.0,4704.0
ford,c-max,2012.0,hatchback,0.0,metallic,642.0,hybrid,4.0,auto,2,no,128205.0,8.0,17876.0
toyota,camry,2013.0,sedan,3.0,other,779.0,gas,4.0,auto,0,no,78082.0,12.0,21953.0
mini,cooper,2014.0,coupe,3.0,other,528.0,gas,4.0,auto,0,no,68211.0,12.0,1176.0
chevrolet,cruze,2014.0,sedan,0.0,crimson,10473.0,gas,4.0,auto,1.4,yes,147200.0,8.0,10976.0
mitsubishi,pajero io,2000.0,jeep,5.0,emerald green,862.0,gas,4.0,auto,1.8,no,196000.0,2.0,9408.0
hyundai,elantra,2014.0,sedan,5.0,other,528.0,gas,4.0,auto,1.6,no,92800.0,8.0,14426.0
bmw,x5.,2001.0,jeep,3.0,other,1057.0,gas,0.0,auto,4.4,no,115.0,5.0,14113.0
volkswagen,tiguan,2013.0,jeep,2.0,metallic,640.0,gas,4.0,auto,2.0,yes,95000.0,12.0,17249.0
mini,countryman.,2011.0,jeep,3.0,jet black,530.0,gas,4.0,manual,1.6,no,132678.0,10.0,18033.0
honda,fit,2013.0,hatchback,5.0,other,447.0,gas,14.0,auto,0,no,68614.0,4.0,17813.0
toyota,camry,2006.0,sedan,5.0,pearl white,5781.0,hybrid,4.0,auto,2.5,no,78560.0,12.0,24775.0
toyota,highlander.,2008.0,jeep,3.0,jet black,1058.0,gas,6.0,auto,3.5,no,140966.0,12.0,9866.0
vaz,2121 (niva),2014.0,jeep,2.0,emerald green,556.0,gas,14.0,manual,1.7,no,35000.0,0.0,18503.0
ford,mustang,2011.0,coupe,0.0,crimson,800.0,gas,4.0,auto,2.3,no,99971.0,4.0,44228.0
honda,cr-v.,2011.0,jeep,1.0,sapphire blue,831.0,gas,4.0,auto,2.4,no,180000.0,6.0,19444.0
ford,transit,2007.0,microbus,2.0,pearl white,4640.0,diesel,4.0,manual,2.5,yes,200000.0,2.0,21953.0
volkswagen,jetta,2012.0,sedan,1.0,charcoal,725.0,gas,14.0,auto,2.5,no,164800.0,12.0,8075.0
nissan,march,2003.0,hatchback,0.0,sky blue,773.0,gas,4.0,auto,1.2,no,136000.0,2.0,5959.0
mercedes-benz,e 320,2002.0,sedan,0.0,pearl white,2065.0,gas,6.0,auto,2.6,no,160000.0,8.0,17562.0
hyundai,genesis,2010.0,coupe,3.0,other,8489.0,gas,0.0,auto,0,no,151.0,4.0,16621.0
hyundai,elantra,2008.0,sedan,1.0,metallic,584.0,gas,4.0,auto,1.8,no,105000.0,6.0,12544.0
toyota,prius,2008.0,hatchback,4.0,metallic,1444.0,hybrid,4.0,auto,0,no,207000.0,8.0,10663.0
hyundai,h1.,2014.0,universal,4.0,metallic,1327.0,diesel,4.0,auto,2.5,no,45535.0,4.0,45436.0
mercedes-benz,clk 230 .,2000.0,coupe,2.0,sapphire blue,2065.0,gas,4.0,auto,2.3,no,290000.0,4.0,8154.0
toyota,camry,2014.0,sedan,4.0,jet black,394.0,hybrid,14.0,auto,2.5,no,179381.0,12.0,11133.0
mercedes-benz,clk 320,2003.0,coupe,5.0,other,2065.0,gas,6.0,auto,3.2,no,300000.0,6.0,7997.0
ssangyong,actyon.,2010.0,jeep,5.0,metallic,836.0,diesel,4.0,auto,2,no,118133.0,4.0,18826.0
mini,countryman,2011.0,jeep,2.0,crimson,528.0,gas,4.0,manual,1.6,yes,51700.0,12.0,29793.0
ford,transit.,2008.0,minivan,1.0,other,1557.0,diesel,0.0,manual,2.2,yes,222.0,2.0,18817.0
chevrolet,captiva,2007.0,jeep,3.0,jet black,769.0,diesel,4.0,auto,2.2,no,106000.0,4.0,19482.0
toyota,vitz.,2010.0,hatchback,2.0,other,1236.0,gas,3.0,auto,1,no,18000.0,12.0,9095.0
cadillac,ats,2016.0,sedan,2.0,sapphire blue,1091.0,gas,4.0,auto,2.5,no,81461.0,12.0,5018.0
ford,c-max,2015.0,hatchback,0.0,other,382.0,hybrid,4.0,auto,2,no,0.0,0.0,16151.0
toyota,prius,2007.0,sedan,0.0,metallic,988.0,hybrid,4.0,auto,1.5,no,107248.0,6.0,11116.0
ford,escape,2008.0,jeep,4.0,pearl white,730.0,gas,4.0,auto,1.6,no,94400.0,0.0,21953.0
bmw,x6.,2012.0,jeep,2.0,metallic,1308.0,gas,8.0,auto,4.4,no,123622.0,12.0,5645.0
toyota,avalon,2014.0,sedan,3.0,jet black,394.0,hybrid,4.0,auto,2.5,no,144000.0,12.0,31361.0
hyundai,sonata,2011.0,sedan,0.0,other,2075.0,gas,0.0,auto,2.4,no,0.0,12.0,18189.0
bmw,x5,2001.0,jeep,4.0,jet black,1770.0,gas,8.0,auto,4.4,no,232000.0,16.0,17249.0
volkswagen,jetta,2011.0,sedan,2.0,sapphire blue,5862.0,gas,5.0,auto,2.5,no,188800.0,0.0,15053.0
ford,c-max se,2012.0,hatchback,8.0,emerald green,642.0,hybrid,4.0,auto,2,no,10084.0,8.0,14269.0
hyundai,elantra.,2013.0,sedan,2.0,other,584.0,gas,4.0,auto,0,no,207587.0,12.0,1411.0
toyota,prius.,2010.0,hatchback,2.0,metallic,761.0,hybrid,4.0,auto,1.8,no,114000.0,8.0,15367.0
mercedes-benz,c 230,2006.0,sedan,2.0,charcoal,2065.0,gas,6.0,auto,2.4,no,250000.0,6.0,12544.0
ford,fusion,2014.0,sedan,0.0,emerald green,382.0,hybrid,4.0,auto,0,no,100747.0,0.0,2666.0
toyota,prius,2013.0,sedan,3.0,jet black,4703.0,hybrid,14.0,auto,1.8,no,136000.0,12.0,18817.0
mercedes-benz,smart.,2001.0,coupe,5.0,metallic,2065.0,gas,3.0,auto,0.6,yes,126000.0,6.0,6272.0
ford,fusion,2014.0,sedan,2.0,pearl white,501.0,gas,4.0,auto,1.5,yes,68800.0,12.0,18817.0
mazda,323 f,1995.0,hatchback,1.0,metallic,2958.0,gas,4.0,auto,1.5,no,147000.0,2.0,4500.0
ford,transit connect.,2011.0,goods wagon,4.0,pearl white,645.0,diesel,14.0,manual,1.8,no,211000.0,4.0,9408.0
mercedes-benz,cls 63 amg,2006.0,sedan,1.0,jet black,2065.0,gas,8.0,auto,6.3,no,94000.0,12.0,29793.0
bmw,328,2015.0,sedan,2.0,metallic,765.0,gas,4.0,auto,2,no,111166.0,12.0,1019.0
bmw,z4,2003.0,cabriolet,4.0,sapphire blue,1822.0,gas,16.0,auto,2.5,no,15000.0,2.0,15053.0
chevrolet,spark,2012.0,hatchback,3.0,other,362.0,gas,4.0,auto,1,no,34855.0,4.0,8778.0
dodge,challenger,2010.0,coupe,5.0,sapphire blue,1083.0,gas,0.0,auto,3.6,no,156.0,12.0,23521.0
hyundai,santa fe,2010.0,jeep,3.0,pearl white,864.0,diesel,4.0,auto,0,no,161052.0,4.0,37730.0
subaru,forester,2000.0,jeep,3.0,ruby red,1717.0,gas,4.0,auto,2.0,yes,165339.0,2.0,6899.0
mercedes-benz,gla 250,2017.0,jeep,0.0,other,1017.0,gas,4.0,auto,2,no,44477.0,0.0,2509.0
lexus,rx 400,2008.0,jeep,1.0,metallic,1750.0,hybrid,0.0,auto,3.3,no,224.0,12.0,8154.0
chevrolet,lacetti.,2010.0,sedan,3.0,other,761.0,gas,0.0,auto,1.8,no,118.0,4.0,9512.0
ford,transit.,2007.0,microbus,6.0,other,1408.0,diesel,14.0,manual,2.2,yes,280000.0,2.0,15991.0
hyundai,elantra.,2013.0,sedan,3.0,sapphire blue,585.0,gas,4.0,auto,1.8,no,141603.0,12.0,2195.0
nissan,versa,2008.0,hatchback,2.0,jet black,528.0,gas,4.0,auto,1.6,no,72208.0,12.0,3136.0
volkswagen,vento,1990.0,sedan,1.0,other,1688.0,gas,0.0,auto,1.8,no,32.0,4.0,6115.0
ford,escape,2009.0,jeep,3.0,pearl white,1185.0,hybrid,4.0,auto,2.5,no,99000.0,7.0,15681.0
honda,fit.,2010.0,hatchback,2.0,metallic,609.0,gas,4.0,auto,1.3,no,66890.0,4.0,15486.0
mercedes-benz,c 300,2015.0,sedan,1.0,jet black,3376.0,gas,6.0,auto,0,no,110000.0,10.0,21639.0
hyundai,tucson.,2010.0,jeep,3.0,metallic,836.0,diesel,4.0,auto,2,no,138185.0,4.0,24123.0
mercedes-benz,e 350,2012.0,sedan,2.0,jet black,1058.0,diesel,6.0,auto,3.5,no,128202.0,12.0,4861.0
bmw,530.,2007.0,sedan,0.0,other,1822.0,gas,6.0,auto,3,no,111111.0,10.0,17249.0
toyota,chr,2018.0,jeep,3.0,pearl white,1077.0,gas,4.0,auto,2,no,4330.0,12.0,29793.0
toyota,rav 4,2015.0,jeep,5.0,metallic,1852.0,gas,4.0,auto,2,no,140000.0,8.0,15681.0
other,hr-v,2017.0,jeep,1.0,pearl white,924.0,gas,4.0,auto,1.8,no,94339.0,12.0,9565.0
toyota,camry,2011.0,sedan,2.0,sapphire blue,862.0,gas,4.0,auto,2.5,no,150000.0,12.0,12231.0
toyota,aqua,2012.0,sedan,3.0,jet black,1268.0,hybrid,4.0,auto,1.5,no,87000.0,2.0,8781.0
hyundai,h1,2014.0,universal,1.0,pearl white,1249.0,diesel,4.0,auto,2.5,no,137000.0,4.0,36827.0
toyota,camry,2014.0,sedan,2.0,other,2048.0,hybrid,14.0,auto,2.5,no,0.0,12.0,5959.0
opel,zafira,2002.0,minivan,4.0,pearl white,1322.0,gas,4.0,manual,1.8,no,0.0,8.0,8781.0
toyota,prius,2010.0,hatchback,1.0,other,1622.0,hybrid,4.0,auto,1.5,no,150000.0,6.0,11116.0
honda,fit,2002.0,hatchback,0.0,other,2447.0,gas,0.0,auto,1.3,no,178.0,4.0,7840.0
hyundai,h1,2006.0,universal,3.0,other,9219.0,diesel,0.0,auto,2.5,no,236.0,4.0,19657.0
volkswagen,jetta,2015.0,sedan,5.0,charcoal,9303.0,diesel,4.0,auto,1.8,yes,102780.0,12.0,17700.0
honda,insight,2011.0,hatchback,4.0,sapphire blue,490.0,hybrid,4.0,auto,1.3,no,140000.0,10.0,14113.0
toyota,prius,2009.0,sedan,1.0,other,746.0,hybrid,14.0,auto,1.5,no,142426.0,12.0,1882.0
nissan,serena,2004.0,minivan,0.0,ruby red,1662.0,gas,4.0,auto,2,no,110415.0,2.0,14500.0
toyota,corolla,2007.0,minivan,6.0,other,1395.0,diesel,4.0,manual,2.2,yes,188000.0,6.0,14113.0
toyota,highlander.,2012.0,jeep,3.0,other,1058.0,gas,6.0,auto,0,no,140966.0,12.0,23521.0
opel,astra,1994.0,coupe,3.0,charcoal,1587.0,gas,14.0,manual,2,no,1600.0,4.0,5959.0
bmw,x5,2012.0,jeep,2.0,jet black,1211.0,gas,6.0,auto,3,no,17000.0,10.0,16935.0
chevrolet,captiva,2015.0,jeep,2.0,other,765.0,diesel,4.0,auto,2,no,30000.0,4.0,23678.0
mitsubishi,pajero,1992.0,jeep,2.0,other,862.0,diesel,4.0,manual,2.5,yes,11111.0,0.0,8781.0
honda,fit,2011.0,hatchback,6.0,charcoal,552.0,gas,4.0,auto,0,no,120000.0,6.0,15367.0
honda,insight.,2011.0,hatchback,4.0,other,574.0,hybrid,4.0,auto,1.3,no,80000.0,5.0,15053.0
nissan,tiida,2005.0,hatchback,4.0,metallic,761.0,gas,0.0,auto,1.5,no,114.0,2.0,8311.0
hyundai,tucson,2016.0,jeep,3.0,other,639.0,diesel,4.0,auto,0,no,162973.0,4.0,29774.0
mercedes-benz,e 350.,2011.0,sedan,0.0,jet black,1172.0,diesel,6.0,auto,3.5,no,248525.0,12.0,18189.0
hyundai,sonata,2015.0,sedan,2.0,tangerine,765.0,gas,4.0,auto,2,no,547405.0,4.0,12544.0
toyota,voxy,2004.0,minivan,3.0,pearl white,1667.0,gas,4.0,auto,2,no,186000.0,2.0,11290.0
mitsubishi,airtrek.,2002.0,jeep,1.0,pearl white,862.0,gas,4.0,auto,2,no,0.0,2.0,8781.0
nissan,skyline 4wd,2004.0,sedan,2.0,other,1787.0,gas,6.0,auto,2.5,no,156000.0,6.0,6272.0
fiat,500 abarth,2007.0,coupe,2.0,other,943.0,gas,0.0,manual,1.4,yes,142.0,4.0,18000.0
other,wrangler,2011.0,other,1.0,other,1632.0,gas,6.0,manual,3.8,no,120000.0,2.0,45473.0
honda,cr-v,2002.0,jeep,5.0,other,790.0,gas,4.0,auto,2,no,1346320.0,4.0,8781.0
hyundai,santa fe.,2013.0,jeep,0.0,metallic,10640.0,diesel,14.0,auto,2,no,238939.0,4.0,24283.0
toyota,prius,2008.0,sedan,3.0,metallic,918.0,hybrid,4.0,auto,1.5,no,156000.0,6.0,12544.0
chevrolet,cruze,2013.0,sedan,0.0,chocolate,640.0,diesel,4.0,auto,2,no,186872.0,4.0,14746.0
mercedes-benz,viano,2004.0,minivan,4.0,other,1408.0,gas,6.0,auto,0,no,0.0,8.0,11290.0
toyota,prius,2008.0,hatchback,3.0,jet black,843.0,hybrid,14.0,auto,1.5,no,198000.0,6.0,11604.0
toyota,prius,2008.0,hatchback,3.0,charcoal,843.0,hybrid,4.0,auto,1.5,no,240000.0,10.0,9722.0
bmw,x6.,2014.0,jeep,2.0,jet black,1301.0,gas,8.0,auto,4.4,no,62192.0,12.0,17876.0
hyundai,sonata,2009.0,sedan,3.0,other,765.0,gas,4.0,auto,2,no,51115.0,4.0,47694.0
hyundai,santa fe,2011.0,jeep,4.0,other,9293.0,diesel,4.0,auto,2,no,52876.0,4.0,13360.0
hyundai,elantra.,2013.0,sedan,4.0,other,585.0,gas,14.0,auto,0,no,141603.0,12.0,6429.0
hyundai,i30,2015.0,hatchback,3.0,other,629.0,diesel,14.0,auto,1.6,no,170000.0,4.0,21395.0
hyundai,h1,2014.0,minivan,3.0,other,1091.0,diesel,4.0,auto,2.5,no,90132.0,4.0,36899.0
honda,stream.,1998.0,minivan,4.0,metallic,2053.0,gas,14.0,auto,1.7,no,0.0,4.0,6899.0
hyundai,sonata,2016.0,sedan,1.0,pearl white,891.0,gas,0.0,auto,2,no,286.0,4.0,16151.0
toyota,prius c,2006.0,hatchback,6.0,jet black,503.0,hybrid,4.0,auto,1.5,no,202000.0,0.0,15367.0
bmw,x5,2004.0,jeep,1.0,other,1211.0,diesel,6.0,auto,0,no,265210.0,0.0,1882.0
nissan,altima,2014.0,sedan,2.0,crimson,3092.0,gas,4.0,auto,2.5,no,127918.0,12.0,1960.0
toyota,prius v,2006.0,hatchback,1.0,other,586.0,hybrid,4.0,auto,1.8,no,129202.0,10.0,15681.0
toyota,camry,2014.0,sedan,3.0,sapphire blue,862.0,gas,14.0,auto,2.5,no,20480.0,7.0,18817.0
toyota,aqua,2012.0,hatchback,0.0,crimson,11267.0,hybrid,4.0,auto,1.5,no,142000.0,10.0,10349.0
hyundai,h1,2008.0,minivan,0.0,sapphire blue,1347.0,diesel,0.0,auto,2.5,no,71.0,4.0,15681.0
opel,combo tdi,2006.0,goods wagon,2.0,other,1596.0,diesel,14.0,manual,0,no,200000.0,6.0,10976.0
toyota,camry se,2014.0,sedan,1.0,other,777.0,gas,4.0,auto,2.5,no,128320.0,10.0,26657.0
toyota,highlander,2012.0,jeep,4.0,other,1058.0,gas,6.0,auto,3.5,no,140966.0,12.0,8979.0
lexus,gx 470,2010.0,jeep,3.0,charcoal,1811.0,gas,8.0,auto,4.6,no,357246.0,0.0,40142.0
mercedes-benz,ml 350,2012.0,jeep,4.0,other,1981.0,diesel,6.0,auto,3.0,yes,197277.0,10.0,35124.0
hyundai,tucson,2016.0,jeep,4.0,sapphire blue,11077.0,gas,4.0,auto,2,no,31200.0,12.0,17876.0
hyundai,sonata,2011.0,sedan,4.0,other,8983.0,gas,4.0,auto,2,no,95948.0,4.0,45044.0
hyundai,santa fe,2016.0,jeep,3.0,jet black,1672.0,diesel,4.0,auto,2,no,116365.0,4.0,40026.0
mercedes-benz,r 320.,2007.0,minivan,2.0,pearl white,2065.0,diesel,6.0,auto,3.0,yes,180000.0,10.0,26657.0
kia,optima hybrid.,2016.0,sedan,4.0,other,431.0,hybrid,4.0,auto,2,no,75851.0,10.0,26030.0
honda,fit,2003.0,hatchback,0.0,metallic,2447.0,gas,4.0,auto,1.5,no,189000.0,4.0,8154.0
toyota,prius,2010.0,hatchback,1.0,jet black,761.0,hybrid,14.0,auto,1.8,no,150000.0,12.0,16621.0
hyundai,sonata,2013.0,sedan,1.0,ruby red,751.0,hybrid,0.0,auto,2.4,no,115.0,12.0,17249.0
toyota,prius,2010.0,hatchback,5.0,charcoal,1622.0,gas,4.0,auto,1.8,no,259200.0,8.0,16308.0
chevrolet,volt,2017.0,hatchback,1.0,sapphire blue,382.0,hybrid,4.0,auto,1.5,no,52062.0,0.0,26030.0
hyundai,tucson,2012.0,jeep,2.0,other,642.0,diesel,4.0,auto,2,no,105437.0,4.0,27924.0
toyota,camry.,2015.0,sedan,1.0,pearl white,934.0,gas,4.0,auto,2.5,no,83200.0,10.0,29166.0
ssangyong,actyon,2016.0,jeep,2.0,jet black,730.0,diesel,4.0,auto,1.6,no,75300.0,4.0,42400.0
mercedes-benz,e 320,2002.0,sedan,0.0,metallic,2065.0,gas,6.0,auto,3.2,no,139000.0,8.0,10663.0
chevrolet,malibu,2010.0,sedan,1.0,other,690.0,gas,4.0,auto,1.5,yes,73450.0,12.0,24462.0
hyundai,tucson,2016.0,jeep,4.0,charcoal,770.0,diesel,4.0,auto,1.7,no,96618.0,4.0,38894.0
toyota,prius c.,2013.0,hatchback,0.0,other,382.0,hybrid,0.0,auto,1.5,no,144.0,8.0,25089.0
hyundai,sonata,2016.0,sedan,4.0,other,891.0,gas,4.0,auto,2,no,239314.0,4.0,15681.0
kia,picanto,2016.0,sedan,0.0,metallic,488.0,gas,4.0,manual,1.2,no,78000.0,4.0,12701.0
toyota,highlander,2010.0,jeep,1.0,other,1324.0,hybrid,6.0,auto,3.3,no,226198.0,12.0,1725.0
nissan,serena.,2003.0,minivan,2.0,sky blue,1855.0,gas,4.0,auto,2,no,1800.0,8.0,7683.0
hyundai,santa fe,2014.0,jeep,3.0,pearl white,694.0,diesel,4.0,auto,2.2,no,188679.0,4.0,41917.0
toyota,highlander,2008.0,jeep,3.0,pearl white,690.0,hybrid,6.0,auto,3.5,no,109344.0,12.0,10663.0
volkswagen,jetta,2013.0,sedan,2.0,jet black,1650.0,gas,4.0,manual,2,no,137000.0,8.0,7997.0
chevrolet,volt,2006.0,sedan,4.0,jet black,475.0,hybrid,4.0,auto,1.4,no,107169.0,8.0,9095.0
toyota,prius c,2012.0,hatchback,2.0,crimson,503.0,hybrid,4.0,auto,1.5,no,107000.0,12.0,16935.0
mitsubishi,outlander,2011.0,jeep,0.0,pearl white,707.0,gas,14.0,auto,2,no,86000.0,12.0,19757.0
hyundai,elantra,2014.0,sedan,0.0,other,584.0,gas,4.0,auto,1.8,no,155360.0,6.0,17876.0
mitsubishi,rvr,2012.0,hatchback,2.0,pearl white,1505.0,gas,4.0,auto,1.8,no,139000.0,6.0,13000.0
honda,civic,2016.0,sedan,3.0,charcoal,2557.0,gas,4.0,auto,1.5,yes,66200.0,4.0,30734.0
nissan,wingroad.,1997.0,goods wagon,3.0,metallic,1787.0,gas,6.0,auto,2.5,no,0.0,10.0,5959.0
hyundai,santa fe,2016.0,jeep,0.0,other,891.0,diesel,14.0,auto,2,no,176927.0,4.0,40057.0
toyota,corolla,2004.0,sedan,1.0,ruby red,1395.0,gas,4.0,auto,1.8,no,140000.0,8.0,9500.0
chevrolet,cruze,2014.0,sedan,4.0,other,707.0,diesel,14.0,auto,0,no,162001.0,4.0,14884.0
hyundai,elantra.,2012.0,sedan,2.0,other,586.0,gas,4.0,auto,1.8,no,80000.0,6.0,17876.0
ford,fiesta,2014.0,hatchback,4.0,other,528.0,gas,4.0,auto,1.6,no,56000.0,10.0,12858.0
bmw,528,2014.0,sedan,0.0,jet black,639.0,gas,4.0,auto,2.0,yes,70000.0,10.0,45473.0
toyota,prius c 80 original,2008.0,hatchback,3.0,charcoal,1667.0,gas,4.0,auto,1.5,no,80011.0,8.0,20071.0
toyota,camry,2017.0,sedan,5.0,crimson,1249.0,gas,4.0,auto,2.5,no,48035.0,12.0,4234.0
suzuki,grand vitara,2005.0,jeep,1.0,pearl white,966.0,gas,6.0,auto,2.7,no,180000.0,6.0,11000.0
ssangyong,actyon,2018.0,jeep,3.0,pearl white,880.0,diesel,14.0,auto,1.6,no,22918.0,4.0,45928.0
toyota,prius,2005.0,hatchback,1.0,other,1277.0,hybrid,4.0,auto,1.5,no,163000.0,8.0,8467.0
